"Date","Open","High","Low","Close"
"29 Nov 2019","12146.20","12147.40","12017.40","12056.05"
"28 Nov 2019","12132.10","12158.80","12099.95","12151.15"
"27 Nov 2019","12068.50","12114.90","12055.15","12100.70"
"26 Nov 2019","12110.20","12132.45","12006.35","12037.70"
"25 Nov 2019","11922.45","12084.50","11919.75","12073.75"
"22 Nov 2019","11967.30","11968.10","11883.50","11914.40"
"21 Nov 2019","12025.65","12028.20","11956.90","11968.40"
"20 Nov 2019","12004.75","12038.60","11966.05","11999.10"
"19 Nov 2019","11919.45","11958.85","11881.75","11940.10"
"18 Nov 2019","11915.15","11946.20","11867.60","11884.50"
"15 Nov 2019","11904.20","11973.65","11879.25","11895.45"
"14 Nov 2019","11858.75","11895.65","11802.65","11872.10"
"13 Nov 2019","11908.30","11946.80","11823.20","11840.45"
"11 Nov 2019","11879.20","11932.65","11853.95","11913.45"
"08 Nov 2019","11987.15","12034.15","11888.75","11908.15"
"07 Nov 2019","12021.10","12021.40","11946.85","12012.05"
"06 Nov 2019","11911.50","12002.90","11850.25","11966.05"
"05 Nov 2019","11974.60","11978.95","11861.90","11917.20"
"04 Nov 2019","11928.90","11989.15","11905.35","11941.30"
"01 Nov 2019","11886.6","11918.3","11843.35","11890.60"
"31 Oct 2019","11890.45","11945.00","11855.10","11877.45"
"30 Oct 2019","11883.90","11883.95","11784.45","11844.10"
"29 Oct 2019","11643.95","11809.40","11627.35","11786.85"
"27 Oct 2019","11662.25","11672.40","11604.60","11627.15"
"25 Oct 2019","11646.15","11646.90","11490.75","11583.90"
"24 Oct 2019","11661.65","11679.60","11534.65","11582.60"
"23 Oct 2019","11596.20","11651.60","11554.40","11604.10"
"22 Oct 2019","11657.15","11714.35","11573.65","11588.35"
"18 Oct 2019","11580.30","11684.70","11553.15","11661.85"
"17 Oct 2019","11466.30","11599.10","11439.65","11586.35"
"16 Oct 2019","11464.95","11481.05","11411.10","11464.00"
"15 Oct 2019","11360.85","11462.35","11342.10","11428.30"
"14 Oct 2019","11335.90","11420.45","11290.05","11341.15"
"11 Oct 2019","11257.70","11362.90","11189.40","11305.05"
"10 Oct 2019","11280.50","11293.35","11208.55","11234.55"
"09 Oct 2019","11152.95","11321.60","11090.15","11313.30"
"07 Oct 2019","11196.20","11233.85","11112.65","11126.40"
"04 Oct 2019","11388.45","11400.30","11158.35","11174.75"
"03 Oct 2019","11322.25","11370.40","11257.35","11314.00"
"01 Oct 2019","11515.40","11554.20","11247.90","11359.90"
"30 Sep 2019","11491.15","11508.25","11390.80","11474.45"
"27 Sep 2019","11556.35","11593.60","11499.75","11512.40"
"26 Sep 2019","11469.85","11610.85","11466.35","11571.20"
"25 Sep 2019","11564.85","11564.95","11416.10","11440.20"
"24 Sep 2019","11590.70","11655.05","11539.20","11588.20"
"23 Sep 2019","11542.7","11694.85","11471.35","11600.20"
"20 Sep 2019","10746.8","11381.9","10691","11274.20"
"19 Sep 2019","10845.20","10845.20","10670.25","10704.80"
"18 Sep 2019","10872.80","10885.15","10804.85","10840.65"
"17 Sep 2019","11000.10","11000.10","10796.50","10817.60"
"16 Sep 2019","10994.85","11052.70","10968.20","11003.50"
"13 Sep 2019","10986.80","11084.45","10945.75","11075.90"
"12 Sep 2019","11058.30","11081.75","10964.95","10982.80"
"11 Sep 2019","11028.50","11054.80","11011.65","11035.70"
"09 Sep 2019","10936.70","11028.85","10889.80","11003.05"
"06 Sep 2019","10883.80","10957.05","10867.45","10946.20"
"05 Sep 2019","10860.95","10920.10","10816.00","10847.90"
"04 Sep 2019","10790.40","10858.75","10746.35","10844.65"
"03 Sep 2019","10960.95","10967.50","10772.70","10797.90"
"30 Aug 2019","10987.80","11042.60","10874.80","11023.25"
"29 Aug 2019","10996.05","11021.10","10922.40","10948.30"
"28 Aug 2019","11101.30","11129.65","10987.65","11046.10"
"27 Aug 2019","11106.55","11141.75","11049.50","11105.35"
"26 Aug 2019","11000.30","11070.30","10756.55","11057.85"
"23 Aug 2019","10699.60","10862.55","10637.15","10829.35"
"22 Aug 2019","10905.30","10908.25","10718.30","10741.35"
"21 Aug 2019","11018.15","11034.20","10906.65","10918.70"
"20 Aug 2019","11063.90","11076.30","10985.30","11017.00"
"19 Aug 2019","11094.80","11146.90","11037.85","11053.90"
"16 Aug 2019","11043.65","11068.65","10924.30","11047.80"
"14 Aug 2019","11003.25","11078.15","10935.60","11029.40"
"13 Aug 2019","11139.40","11145.90","10901.60","10925.85"
"09 Aug 2019","11087.90","11181.45","11062.80","11109.65"
"08 Aug 2019","10899.20","11058.05","10842.95","11032.45"
"07 Aug 2019","10958.10","10975.65","10835.90","10855.50"
"06 Aug 2019","10815.40","11018.55","10813.80","10948.25"
"05 Aug 2019","10895.80","10895.80","10782.60","10862.60"
"02 Aug 2019","10930.30","11080.15","10848.95","10997.35"
"01 Aug 2019","11060.20","11076.75","10881.00","10980.00"
"31 Jul 2019","11034.05","11145.3","10999.4","11118.00"
"30 Jul 2019","11213.70","11267.45","11072.65","11085.40"
"29 Jul 2019","11307.50","11310.95","11152.40","11189.20"
"26 Jul 2019","11247.45","11307.60","11210.05","11284.30"
"25 Jul 2019","11290.40","11361.40","11239.35","11252.15"
"24 Jul 2019","11322.45","11359.75","11229.80","11271.30"
"23 Jul 2019","11372.25","11398.15","11302.80","11331.05"
"22 Jul 2019","11392.85","11398.15","11301.25","11346.20"
"19 Jul 2019","11627.95","11640.35","11399.30","11419.25"
"18 Jul 2019","11675.60","11677.15","11582.40","11596.90"
"17 Jul 2019","11670.75","11706.65","11651.15","11687.50"
"16 Jul 2019","11596.65","11670.05","11573.95","11662.60"
"15 Jul 2019","11614.75","11618.40","11532.30","11588.35"
"12 Jul 2019","11601.15","11639.55","11538.60","11552.50"
"11 Jul 2019","11561.45","11599.00","11519.50","11582.90"
"10 Jul 2019","11536.15","11593.70","11475.65","11498.90"
"09 Jul 2019","11531.60","11582.55","11461.00","11555.90"
"08 Jul 2019","11770.40","11771.90","11523.30","11558.60"
"05 Jul 2019","11964.75","11981.75","11797.90","11811.15"
"04 Jul 2019","11928.80","11969.25","11923.65","11946.75"
"03 Jul 2019","11932.15","11945.20","11887.05","11916.75"
"02 Jul 2019","11890.30","11917.45","11814.70","11910.30"
"01 Jul 2019","11839.90","11884.65","11830.80","11865.60"
"28 Jun 2019","11861.15","11871.70","11775.50","11788.85"
"27 Jun 2019","11860.85","11911.15","11821.05","11841.55"
"26 Jun 2019","11768.15","11871.85","11757.55","11847.55"
"25 Jun 2019","11681.00","11814.40","11651.00","11796.45"
"24 Jun 2019","11725.80","11754.00","11670.20","11699.65"
"21 Jun 2019","11827.60","11827.95","11705.10","11724.10"
"20 Jun 2019","11653.65","11843.50","11635.05","11831.75"
"19 Jun 2019","11744.45","11802.50","11625.10","11691.45"
"18 Jun 2019","11677.05","11727.20","11641.15","11691.50"
"17 Jun 2019","11844.00","11844.05","11657.75","11672.15"
"14 Jun 2019","11910.10","11911.85","11797.70","11823.30"
"13 Jun 2019","11873.90","11931.35","11817.05","11914.05"
"12 Jun 2019","11962.45","11962.45","11866.35","11906.20"
"11 Jun 2019","11959.85","12000.35","11904.35","11965.60"
"10 Jun 2019","11934.90","11975.05","11871.75","11922.70"
"07 Jun 2019","11865.20","11897.50","11769.50","11870.65"
"06 Jun 2019","12039.80","12039.80","11830.25","11843.75"
"04 Jun 2019","12052.65","12095.20","12005.85","12021.65"
"03 Jun 2019","11953.75","12103.05","11920.10","12088.55"
"31 May 2019","11999.80","12039.25","11829.45","11922.80"
"30 May 2019","11865.30","11968.55","11859.40","11945.90"
"29 May 2019","11905.80","11931.90","11836.80","11861.10"
"28 May 2019","11958.35","11958.55","11864.90","11928.75"
"27 May 2019","11855.50","11957.15","11812.40","11924.75"
"24 May 2019","11748.00","11859.00","11658.10","11844.10"
"23 May 2019","11901.30","12041.15","11614.50","11657.05"
"22 May 2019","11727.95","11784.80","11682.40","11737.90"
"21 May 2019","11863.65","11883.55","11682.80","11709.10"
"20 May 2019","11651.90","11845.20","11591.70","11828.25"
"17 May 2019","11261.90","11426.15","11259.85","11407.15"
"16 May 2019","11180.35","11281.55","11143.35","11257.10"
"15 May 2019","11271.70","11286.80","11136.95","11157.00"
"14 May 2019","11151.65","11294.75","11108.30","11222.05"
"13 May 2019","11258.70","11300.20","11125.60","11148.20"
"10 May 2019","11314.15","11345.80","11251.05","11278.90"
"09 May 2019","11322.40","11357.60","11255.05","11301.80"
"08 May 2019","11478.70","11479.10","11346.95","11359.45"
"07 May 2019","11651.50","11657.05","11484.45","11497.90"
"06 May 2019","11605.80","11632.55","11571.35","11598.25"
"03 May 2019","11722.60","11770.90","11699.35","11712.25"
"02 May 2019","11725.55","11789.30","11699.55","11724.75"
"30 Apr 2019","11748.75","11756.25","11655.90","11748.15"
"26 Apr 2019","11683.75","11762.90","11661.75","11754.65"
"25 Apr 2019","11735.70","11796.75","11624.30","11641.80"
"24 Apr 2019","11601.50","11740.85","11578.85","11726.15"
"23 Apr 2019","11612.95","11645.95","11564.80","11575.95"
"22 Apr 2019","11727.05","11727.05","11583.95","11594.45"
"18 Apr 2019","11856.15","11856.15","11738.50","11752.80"
"16 Apr 2019","11736.20","11810.95","11731.55","11787.15"
"15 Apr 2019","11667.00","11704.60","11648.25","11690.35"
"12 Apr 2019","11612.85","11657.35","11578.80","11643.45"
"11 Apr 2019","11592.55","11606.70","11550.55","11596.70"
"10 Apr 2019","11646.85","11680.05","11571.75","11584.30"
"09 Apr 2019","11612.05","11683.90","11569.70","11671.95"
"08 Apr 2019","11704.35","11710.30","11549.10","11604.50"
"05 Apr 2019","11638.40","11689.65","11609.50","11665.95"
"04 Apr 2019","11660.20","11662.55","11559.20","11598.00"
"03 Apr 2019","11735.30","11761.00","11629.15","11643.95"
"02 Apr 2019","11711.55","11729.35","11655.85","11713.20"
"01 Apr 2019","11665.20","11738.10","11644.75","11669.15"
"29 Mar 2019","11625.45","11630.35","11570.15","11623.90"
"28 Mar 2019","11463.65","11588.50","11452.45","11570.00"
"27 Mar 2019","11531.45","11546.20","11413.00","11445.05"
"26 Mar 2019","11375.20","11496.75","11352.45","11483.25"
"25 Mar 2019","11395.65","11395.65","11311.60","11354.25"
"22 Mar 2019","11549.20","11572.80","11434.55","11456.90"
"20 Mar 2019","11553.35","11556.10","11503.10","11521.05"
"19 Mar 2019","11500.30","11543.85","11451.25","11532.40"
"18 Mar 2019","11473.85","11530.15","11412.50","11462.20"
"15 Mar 2019","11376.85","11487.00","11370.80","11426.85"
"14 Mar 2019","11382.50","11383.45","11313.75","11343.25"
"13 Mar 2019","11326.20","11352.30","11276.60","11341.70"
"12 Mar 2019","11231.35","11320.40","11227.00","11301.20"
"11 Mar 2019","11068.75","11180.90","11059.85","11168.05"
"08 Mar 2019","11038.85","11049.00","11008.95","11035.40"
"07 Mar 2019","11077.95","11089.05","11027.10","11058.20"
"06 Mar 2019","11024.85","11062.30","10998.85","11053.00"
"05 Mar 2019","10864.85","10994.90","10817.00","10987.45"
"01 Mar 2019","10842.65","10877.90","10823.10","10863.50"
"28 Feb 2019","10865.70","10865.70","10784.85","10792.50"
"27 Feb 2019","10881.20","10939.70","10751.20","10806.65"
"26 Feb 2019","10775.30","10888.75","10729.30","10835.30"
"25 Feb 2019","10813.25","10887.10","10788.05","10880.10"
"22 Feb 2019","10782.70","10801.55","10758.40","10791.65"
"21 Feb 2019","10744.10","10808.85","10721.50","10789.85"
"20 Feb 2019","10655.45","10752.70","10646.40","10735.45"
"19 Feb 2019","10636.70","10722.85","10585.65","10604.35"
"18 Feb 2019","10738.65","10759.90","10628.40","10640.95"
"15 Feb 2019","10780.25","10785.75","10620.40","10724.40"
"14 Feb 2019","10786.10","10792.70","10718.75","10746.05"
"13 Feb 2019","10870.55","10891.65","10772.10","10793.65"
"12 Feb 2019","10879.70","10910.90","10823.80","10831.40"
"11 Feb 2019","10930.90","10930.90","10857.10","10888.80"
"08 Feb 2019","11023.50","11041.20","10925.45","10943.60"
"07 Feb 2019","11070.45","11118.10","11043.60","11069.40"
"06 Feb 2019","10965.10","11072.60","10962.70","11062.45"
"05 Feb 2019","10908.65","10956.70","10886.70","10934.35"
"04 Feb 2019","10876.75","10927.90","10814.15","10912.25"
"01 Feb 2019","10851.35","10983.45","10813.45","10893.65"
"31 Jan 2019","10690.55","10838.05","10678.55","10830.95"
"30 Jan 2019","10702.25","10710.20","10612.85","10651.80"
"29 Jan 2019","10653.70","10690.35","10583.65","10652.20"
"28 Jan 2019","10792.45","10804.45","10630.95","10661.55"
"25 Jan 2019","10859.75","10931.70","10756.45","10780.55"
"24 Jan 2019","10844.05","10866.60","10798.65","10849.80"
"23 Jan 2019","10931.05","10944.80","10811.95","10831.50"
"22 Jan 2019","10949.80","10949.80","10864.15","10922.75"
"21 Jan 2019","10919.35","10987.45","10885.75","10961.85"
"18 Jan 2019","10914.85","10928.20","10852.20","10906.95"
"17 Jan 2019","10920.85","10930.65","10844.65","10905.20"
"16 Jan 2019","10899.65","10928.15","10876.90","10890.30"
"15 Jan 2019","10777.55","10896.95","10777.55","10886.80"
"14 Jan 2019","10807.00","10808.00","10692.35","10737.60"
"11 Jan 2019","10834.75","10850.15","10739.40","10794.95"
"10 Jan 2019","10859.35","10859.35","10801.80","10821.60"
"09 Jan 2019","10862.40","10870.40","10749.40","10855.15"
"08 Jan 2019","10786.25","10818.45","10733.25","10802.15"
"07 Jan 2019","10804.85","10835.95","10750.15","10771.80"
"04 Jan 2019","10699.70","10741.05","10628.65","10727.35"
"03 Jan 2019","10796.80","10814.05","10661.25","10672.25"
"02 Jan 2019","10868.85","10895.35","10735.05","10792.50"
"01 Jan 2019","10881.70","10923.60","10807.10","10910.10"
"31 Dec 2018","10913.20","10923.55","10853.20","10862.55"
"28 Dec 2018","10820.95","10893.60","10817.15","10859.90"
"27 Dec 2018","10817.90","10834.20","10764.45","10779.80"
"26 Dec 2018","10635.45","10747.50","10534.55","10729.85"
"24 Dec 2018","10780.90","10782.30","10649.25","10663.50"
"21 Dec 2018","10944.25","10963.65","10738.65","10754.00"
"20 Dec 2018","10885.20","10962.55","10880.05","10951.70"
"19 Dec 2018","10930.55","10985.15","10928.00","10967.30"
"18 Dec 2018","10850.90","10915.40","10819.10","10908.70"
"17 Dec 2018","10853.20","10900.35","10844.85","10888.35"
"14 Dec 2018","10784.50","10815.75","10752.10","10805.45"
"13 Dec 2018","10810.75","10838.60","10749.50","10791.55"
"12 Dec 2018","10591.00","10752.20","10560.80","10737.60"
"11 Dec 2018","10350.05","10567.15","10333.85","10549.15"
"10 Dec 2018","10508.70","10558.85","10474.95","10488.45"
"07 Dec 2018","10644.80","10704.55","10599.35","10693.70"
"06 Dec 2018","10718.15","10722.65","10588.25","10601.15"
"05 Dec 2018","10820.45","10821.05","10747.95","10782.90"
"04 Dec 2018","10877.10","10890.95","10833.35","10869.50"
"03 Dec 2018","10930.70","10941.20","10845.35","10883.75"
"30 Nov 2018","10892.10","10922.45","10835.10","10876.75"
"29 Nov 2018","10808.70","10883.05","10782.35","10858.70"
"28 Nov 2018","10708.75","10757.80","10699.85","10728.85"
"27 Nov 2018","10621.45","10695.15","10596.35","10685.60"
"26 Nov 2018","10568.30","10637.80","10489.75","10628.60"
"22 Nov 2018","10612.65","10646.25","10512.00","10526.75"
"21 Nov 2018","10670.95","10671.30","10562.35","10600.05"
"20 Nov 2018","10740.10","10740.85","10640.85","10656.20"
"19 Nov 2018","10731.25","10774.70","10688.80","10763.40"
"16 Nov 2018","10644.00","10695.15","10631.15","10682.20"
"15 Nov 2018","10580.60","10646.50","10557.50","10616.70"
"14 Nov 2018","10634.90","10651.60","10532.70","10576.30"
"13 Nov 2018","10451.90","10596.25","10440.55","10582.50"
"12 Nov 2018","10607.80","10645.50","10464.05","10482.20"
"09 Nov 2018","10614.70","10619.55","10544.85","10585.20"
"07 Nov 2018","10614.45","10616.45","10582.30","10598.40"
"06 Nov 2018","10552.00","10600.25","10491.45","10530.00"
"05 Nov 2018","10558.75","10558.80","10477.00","10524.00"
"02 Nov 2018","10462.30","10606.95","10457.70","10553.00"
"01 Nov 2018","10441.70","10441.90","10341.90","10380.45"
"31 Oct 2018","10209.55","10396.00","10105.10","10386.60"
"30 Oct 2018","10239.40","10285.10","10175.35","10198.40"
"29 Oct 2018","10078.10","10275.30","10020.35","10250.85"
"26 Oct 2018","10122.35","10128.85","10004.55","10030.00"
"25 Oct 2018","10135.05","10166.60","10079.30","10124.90"
"24 Oct 2018","10278.15","10290.65","10126.70","10224.75"
"23 Oct 2018","10152.60","10222.10","10102.35","10146.80"
"22 Oct 2018","10405.85","10408.55","10224.00","10245.25"
"19 Oct 2018","10339.70","10380.10","10249.60","10303.55"
"17 Oct 2018","10688.70","10710.15","10436.45","10453.05"
"16 Oct 2018","10550.15","10604.90","10525.30","10584.75"
"15 Oct 2018","10524.20","10526.30","10410.15","10512.50"
"12 Oct 2018","10331.55","10492.45","10322.15","10472.50"
"11 Oct 2018","10169.80","10335.95","10138.60","10234.65"
"10 Oct 2018","10331.85","10482.35","10318.25","10460.10"
"09 Oct 2018","10390.30","10397.60","10279.35","10301.05"
"08 Oct 2018","10310.15","10398.35","10198.40","10348.05"
"05 Oct 2018","10514.10","10540.65","10261.90","10316.45"
"04 Oct 2018","10754.70","10754.70","10547.25","10599.25"
"03 Oct 2018","10982.70","10989.05","10843.75","10858.25"
"01 Oct 2018","10930.90","11035.65","10821.55","11008.30"
"28 Sep 2018","11008.10","11034.10","10850.30","10930.45"
"27 Sep 2018","11079.80","11089.45","10953.35","10977.55"
"26 Sep 2018","11145.55","11145.55","10993.05","11053.80"
"25 Sep 2018","10969.95","11080.60","10882.85","11067.45"
"24 Sep 2018","11164.40","11170.15","10943.60","10967.40"
"21 Sep 2018","11271.30","11346.80","10866.45","11143.10"
"19 Sep 2018","11326.65","11332.05","11210.90","11234.35"
"18 Sep 2018","11381.55","11411.45","11268.95","11278.90"
"17 Sep 2018","11464.95","11464.95","11366.90","11377.75"
"14 Sep 2018","11443.50","11523.25","11430.55","11515.20"
"12 Sep 2018","11340.10","11380.75","11250.20","11369.90"
"11 Sep 2018","11476.85","11479.40","11274.00","11287.50"
"10 Sep 2018","11570.25","11573.00","11427.30","11438.10"
"07 Sep 2018","11558.25","11603.00","11484.40","11589.10"
"06 Sep 2018","11514.15","11562.25","11436.05","11536.90"
"05 Sep 2018","11514.85","11542.65","11393.85","11476.95"
"04 Sep 2018","11598.75","11602.55","11496.85","11520.30"
"03 Sep 2018","11751.80","11751.80","11567.40","11582.35"
"31 Aug 2018","11675.85","11727.65","11640.10","11680.50"
"30 Aug 2018","11694.75","11698.80","11639.70","11676.80"
"29 Aug 2018","11744.95","11753.20","11678.85","11691.90"
"28 Aug 2018","11731.95","11760.20","11710.50","11738.50"
"27 Aug 2018","11605.85","11700.95","11595.60","11691.95"
"24 Aug 2018","11566.60","11604.60","11532.00","11557.10"
"23 Aug 2018","11620.70","11620.70","11546.70","11582.75"
"21 Aug 2018","11576.20","11581.75","11539.60","11570.90"
"20 Aug 2018","11502.10","11565.30","11499.65","11551.75"
"17 Aug 2018","11437.15","11486.45","11431.80","11470.75"
"16 Aug 2018","11397.15","11449.85","11366.25","11385.05"
"14 Aug 2018","11381.70","11452.45","11370.80","11435.10"
"13 Aug 2018","11369.60","11406.30","11340.30","11355.75"
"10 Aug 2018","11474.95","11478.75","11419.65","11429.50"
"09 Aug 2018","11493.25","11495.20","11454.10","11470.70"
"08 Aug 2018","11412.50","11459.95","11379.30","11450.00"
"07 Aug 2018","11423.15","11428.95","11359.70","11389.45"
"06 Aug 2018","11401.50","11427.65","11370.60","11387.10"
"03 Aug 2018","11297.80","11368.00","11294.55","11360.80"
"02 Aug 2018","11328.90","11328.90","11234.95","11244.70"
"01 Aug 2018","11359.80","11390.55","11313.55","11346.20"
"31 Jul 2018","11311.05","11366.00","11267.75","11356.50"
"30 Jul 2018","11296.65","11328.10","11261.45","11319.55"
"27 Jul 2018","11232.75","11283.40","11210.25","11278.35"
"26 Jul 2018","11132.95","11185.85","11125.70","11167.30"
"25 Jul 2018","11148.40","11157.15","11113.25","11132.00"
"24 Jul 2018","11109.00","11143.40","11092.50","11134.30"
"23 Jul 2018","11019.85","11093.40","11010.95","11084.75"
"20 Jul 2018","10963.50","11030.25","10946.20","11010.20"
"19 Jul 2018","10999.50","11006.50","10935.45","10957.10"
"18 Jul 2018","11060.20","11076.20","10956.30","10980.45"
"17 Jul 2018","10939.65","11018.50","10925.60","11008.05"
"16 Jul 2018","11018.95","11019.50","10926.25","10936.85"
"13 Jul 2018","11056.90","11071.35","10999.75","11018.90"
"12 Jul 2018","11006.95","11078.30","10999.65","11023.20"
"11 Jul 2018","10956.40","10976.65","10923.00","10948.30"
"10 Jul 2018","10902.75","10956.90","10876.65","10947.25"
"09 Jul 2018","10838.30","10860.35","10807.15","10852.90"
"06 Jul 2018","10744.15","10816.35","10735.05","10772.65"
"05 Jul 2018","10786.05","10786.05","10726.25","10749.75"
"04 Jul 2018","10715.00","10777.15","10677.75","10769.90"
"03 Jul 2018","10668.60","10713.30","10630.25","10699.90"
"02 Jul 2018","10732.35","10736.15","10604.65","10657.30"
"29 Jun 2018","10612.85","10723.05","10612.35","10714.30"
"28 Jun 2018","10660.80","10674.20","10557.70","10589.10"
"27 Jun 2018","10785.50","10785.50","10652.40","10671.40"
"26 Jun 2018","10742.70","10805.25","10732.55","10769.15"
"25 Jun 2018","10822.90","10831.05","10753.05","10762.45"
"22 Jun 2018","10742.70","10837.00","10710.45","10821.85"
"21 Jun 2018","10808.45","10809.60","10725.90","10741.10"
"20 Jun 2018","10734.65","10781.80","10724.05","10772.05"
"19 Jun 2018","10789.45","10789.45","10701.20","10710.45"
"18 Jun 2018","10830.20","10830.20","10787.35","10799.85"
"15 Jun 2018","10808.65","10834.00","10755.40","10817.70"
"14 Jun 2018","10832.90","10833.70","10773.55","10808.05"
"13 Jun 2018","10887.50","10893.25","10842.65","10856.70"
"12 Jun 2018","10816.15","10856.55","10789.40","10842.85"
"11 Jun 2018","10781.85","10850.55","10777.05","10786.95"
"08 Jun 2018","10736.40","10779.45","10709.05","10767.65"
"07 Jun 2018","10722.60","10818.00","10722.60","10768.35"
"06 Jun 2018","10603.45","10698.35","10587.50","10684.65"
"05 Jun 2018","10630.70","10633.15","10550.90","10593.15"
"04 Jun 2018","10765.95","10770.3","10618.35","10628.50"
"01 Jun 2018","10738.45","10764.75","10681.5","10696.20"
"31 May 2018","10670.1","10763.8","10620.4","10736.15"
"30 May 2018","10579","10648.7","10558.45","10614.35"
"29 May 2018","10689.4","10717.25","10616.1","10633.30"
"28 May 2018","10648.35","10709.8","10640.55","10688.65"
"25 May 2018","10533.05","10628.05","10524","10605.15"
"24 May 2018","10464.85","10535.15","10419.8","10513.85"
"23 May 2018","10521.1","10533.55","10417.8","10430.35"
"22 May 2018","10518.45","10558.6","10490.55","10536.70"
"21 May 2018","10616.7","10621.7","10505.8","10516.70"
"18 May 2018","10671.85","10674.95","10589.1","10596.40"
"17 May 2018","10775.6","10777.25","10664.5","10682.70"
"16 May 2018","10751.95","10790.45","10699.7","10741.10"
"15 May 2018","10812.6","10929.2","10781.4","10801.85"
"14 May 2018","10815.15","10834.85","10774.75","10806.60"
"11 May 2018","10741.95","10812.05","10724.45","10806.50"
"10 May 2018","10779.65","10785.55","10705","10716.55"
"09 May 2018","10693.35","10766.25","10689.85","10741.70"
"08 May 2018","10757.9","10758.55","10689.4","10717.80"
"07 May 2018","10653.15","10725.65","10635.65","10715.50"
"04 May 2018","10700.45","10700.45","10601.6","10618.25"
"03 May 2018","10720.15","10720.6","10647.45","10679.65"
"02 May 2018","10783.85","10784.65","10689.8","10718.05"
"30 Apr 2018","10705.75","10759","10704.6","10739.35"
"27 Apr 2018","10651.65","10719.8","10647.55","10692.30"
"26 Apr 2018","10586.5","10628.4","10559.65","10617.80"
"25 Apr 2018","10612.4","10612.6","10536.45","10570.55"
"24 Apr 2018","10578.1","10636.8","10569","10614.35"
"23 Apr 2018","10592.8","10638.35","10514.95","10584.70"
"20 Apr 2018","10560.35","10582.35","10527.45","10564.05"
"19 Apr 2018","10563.65","10572.2","10546.2","10565.30"
"18 Apr 2018","10578.9","10594.2","10509.7","10526.20"
"17 Apr 2018","10557.3","10560.45","10495.65","10548.70"
"16 Apr 2018","10398.3","10540.15","10396.35","10528.35"
"13 Apr 2018","10495.3","10519.9","10451.45","10480.60"
"12 Apr 2018","10410.65","10469.9","10395.25","10458.65"
"11 Apr 2018","10428.15","10428.15","10355.6","10417.15"
"10 Apr 2018","10412.9","10424.85","10381.5","10402.25"
"09 Apr 2018","10333.7","10397.7","10328.5","10379.35"
"06 Apr 2018","10322.75","10350.45","10290.85","10331.60"
"05 Apr 2018","10228.45","10331.8","10227.45","10325.15"
"04 Apr 2018","10274.6","10279.85","10111.3","10128.40"
"03 Apr 2018","10186.85","10255.35","10171.05","10245.00"
"02 Apr 2018","10151.65","10220.1","10127.75","10211.80"
"28 Mar 2018","10143.6","10158.35","10096.9","10113.70"
"27 Mar 2018","10188","10207.9","10139.65","10184.15"
"26 Mar 2018","9989.15","10143.5","9958.55","10130.65"
"23 Mar 2018","9968.8","10027.7","9951.9","9998.05"
"22 Mar 2018","10167.5","10207.85","10105.4","10114.75"
"21 Mar 2018","10181.95","10227.3","10132.95","10155.25"
"20 Mar 2018","10051.55","10155.65","10049.1","10124.35"
"19 Mar 2018","10215.35","10224.55","10075.3","10094.25"
"16 Mar 2018","10345.15","10346.3","10180.25","10195.15"
"15 Mar 2018","10405.45","10420","10346.2","10360.15"
"14 Mar 2018","10393.05","10420.35","10336.3","10410.90"
"13 Mar 2018","10389.5","10478.6","10377.85","10426.85"
"12 Mar 2018","10301.6","10433.65","10295.45","10421.40"
"09 Mar 2018","10271.3","10296.7","10211.9","10226.85"
"08 Mar 2018","10216.25","10270.35","10146.4","10242.65"
"07 Mar 2018","10232.95","10243.35","10141.55","10154.20"
"06 Mar 2018","10420.5","10441.35","10215.9","10249.25"
"05 Mar 2018","10428.3","10428.7","10323.9","10358.85"
"01 Mar 2018","10479.95","10525.5","10447.15","10458.35"
"28 Feb 2018","10488.95","10535.5","10461.55","10492.85"
"27 Feb 2018","10615.2","10631.65","10537.25","10554.30"
"26 Feb 2018","10526.55","10592.95","10520.2","10582.60"
"23 Feb 2018","10408.1","10499.1","10396.65","10491.05"
"22 Feb 2018","10354.35","10397.55","10340.65","10382.70"
"21 Feb 2018","10426","10426.1","10349.6","10397.45"
"20 Feb 2018","10391","10429.35","10347.65","10360.40"
"19 Feb 2018","10488.9","10489.35","10302.75","10378.40"
"16 Feb 2018","10596.2","10612.9","10434.05","10452.30"
"15 Feb 2018","10537.9","10618.1","10511.05","10545.50"
"14 Feb 2018","10585.75","10590.55","10456.65","10500.90"
"12 Feb 2018","10518.2","10555.5","10485.4","10539.75"
"09 Feb 2018","10416.5","10480.2","10398.2","10454.95"
"08 Feb 2018","10518.5","10637.8","10479.55","10576.85"
"07 Feb 2018","10607.2","10614","10446.4","10476.70"
"06 Feb 2018","10295.15","10594.15","10276.3","10498.25"
"05 Feb 2018","10604.3","10702.75","10586.8","10666.55"
"02 Feb 2018","10938.2","10954.95","10736.1","10760.60"
"01 Feb 2018","11044.55","11117.35","10878.8","11016.90"
"31 Jan 2018","11018.8","11058.5","10979.3","11027.70"
"30 Jan 2018","11120.85","11121.1","11033.9","11049.65"
"29 Jan 2018","11079.35","11171.55","11075.95","11130.40"
"25 Jan 2018","11095.6","11095.6","11009.2","11069.65"
"24 Jan 2018","11069.35","11110.1","11046.15","11086.00"
"23 Jan 2018","10997.4","11092.9","10994.55","11083.70"
